ror1_flag,ror1_confidence,ror1_reasoning,b7h3_flag,b7h3_confidence,b7h3_reasoning,topo1_flag,topo1_confidence,topo1_reasoning,bispecific_flag,bispecific_reasoning,competitor_flag,competitor_reasoning,lens_id,error
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3. The focus is on SSEA-4 and related antigens.",False,low,"While the claims mention a broad range of therapeutic agents, including topoisomerase inhibitors, there is no specific mention of topoisomerase I inhibitors or camptothecin derivatives.",False,The bispecific antibody claims do not involve ROR1 or B7-H3 as one of the targets. They focus on Globo series antigens and T cell surface antigens.,False,"There is no medium or high confidence flag for ROR1, B7-H3, or topoisomerase I inhibitors, and the bispecific constructs do not involve ROR1 or B7-H3. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",134-190-910-290-131,
False,none,The claims do not mention ROR1 or any characteristics associated with ROR1 targeting. The focus is on antibodies binding to CS1.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The patent is specific to CS1 targeting.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads. The cytotoxic agents mentioned are auristatins and other non-topoisomerase I inhibitors.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent does not pose a competitive risk to ADC programs targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are claimed.",140-471-414-302-066,
False,none,"The claims focus exclusively on antibodies and immunoconjugates targeting CD123, with no mention of ROR1 or related receptor tyrosine kinases.",False,none,"There is no mention of B7-H3, CD276, or related B7 family members in the claims. The focus is solely on CD123.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads. The focus is on CD123-targeting antibodies and their derivatives.,False,The claims do not describe any bispecific or multispecific antibodies. They are focused on monospecific antibodies targeting CD123.,False,"The patent claims are specific to CD123-targeting antibodies and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads. Therefore, it does not pose a competitive risk to the ADC program targeting these elements.",143-244-898-006-616,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any specific characteristics of B7-H3 in the claims.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are claimed.",129-641-850-758-132,
False,none,"The claims focus on a polypeptide-albumin nanoparticle complex targeting VEGF, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims, which focus on VEGF targeting.",False,none,"The claims do not specify any topoisomerase I inhibitors or related payloads, focusing instead on VEGF-targeted complexes.",False,The claims do not describe any bispecific or multispecific antibodies; they focus on VEGF-targeted polypeptide-albumin complexes.,False,"The claims do not address ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",129-960-712-673-278,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads.,False,The claims do not describe any bispecific or multispecific antibodies.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",178-296-017-814-774,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting. The focus is on immune agonist complexes involving nanobodies targeting PD-1, PD-L1, CD47, and TfR1.",False,none,There is no mention of topoisomerase I inhibitors or related payloads such as camptothecin derivatives in the claims. The focus is on immune agonists and liposome complexes.,False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent focuses on immune agonist complexes unrelated to the ADC program targets.",146-059-244-678-952,
False,none,"The claims focus on antibodies targeting the KIT antigen, with no mention or implication of ROR1 or related characteristics.",False,none,The claims are specific to KIT antigen binding and do not mention B7-H3 or any related characteristics.,False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims.,False,"While bispecific antibodies are mentioned, there is no indication that one arm targets ROR1 or B7-H3.",False,"The patent claims are specific to KIT-targeting antibodies and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads, indicating no competitive risk.",140-272-188-599-065,
False,none,The claims do not mention ROR1 or any related receptor tyrosine kinase characteristics. The focus is on a specific chemical compound and its crystalline forms.,False,none,"There is no mention of B7-H3, CD276, or any related immune checkpoint characteristics in the claims. The patent is centered on a chemical compound and its synthesis.",False,none,The claims do not reference topoisomerase I inhibitors or any related payloads. The patent is focused on a specific chemical compound and its crystalline forms.,False,The claims do not describe any bispecific or multispecific antibodies. The patent is focused on a chemical compound and its synthesis.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as it does not claim any relevant targets or payloads.",163-105-265-282-405,
False,none,The claims specifically target CD19 with no mention of ROR1 or related characteristics.,False,none,"The claims focus on CD19 targeting antibodies, with no mention of B7-H3 or related characteristics.",False,none,"The claims describe conjugates with PBD dimers, not topoisomerase I inhibitors or related payloads.",False,The claims do not describe bispecific or multispecific antibodies.,False,"The patent claims are specific to CD19 targeting with PBD dimers, which do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",139-535-353-853-802,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any characteristics specific to B7-H3 targeting, such as overexpression in certain solid tumors.",False,none,The claims focus on STING modulators and do not mention topoisomerase I inhibitors or related payloads like camptothecin derivatives.,False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"There is no indication in the claims of targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, thus posing no competitive risk to the ADC program.",172-085-990-068-621,
